-8.000000000000000383e-04,-4.020100000000000062e-02
-7.999599999999999506e-04,-4.020100000000000062e-02
-7.999199999999999713e-04,-4.020100000000000062e-02
-7.998799999999999921e-04,-4.020100000000000062e-02
-7.998400000000000128e-04,-4.020100000000000062e-02
-7.998000000000000335e-04,-4.020100000000000062e-02
-7.997600000000000542e-04,-4.020100000000000062e-02
-7.997199999999999665e-04,-4.020100000000000062e-02
-7.996799999999999872e-04,-8.040200000000000125e-02
-7.996400000000000079e-04,-4.020100000000000062e-02
-7.996000000000000286e-04,-8.040200000000000125e-02
-7.995600000000000493e-04,-4.020100000000000062e-02
-7.995199999999999616e-04,-4.020100000000000062e-02
-7.994799999999999823e-04,-4.020100000000000062e-02
-7.994400000000000030e-04,-4.020100000000000062e-02
-7.994000000000000238e-04,-4.020100000000000062e-02
-7.993600000000000445e-04,-4.020100000000000062e-02
-7.993199999999999568e-04,-4.020100000000000062e-02
-7.992799999999999775e-04,-4.020100000000000062e-02
-7.992399999999999982e-04,-4.020100000000000062e-02
-7.992000000000000189e-04,-4.020100000000000062e-02
-7.991600000000000396e-04,-4.020100000000000062e-02
-7.991199999999999519e-04,-4.020100000000000062e-02
-7.990799999999999726e-04,-4.020100000000000062e-02
-7.990399999999999933e-04,-4.020100000000000062e-02
-7.990000000000000140e-04,-4.020100000000000062e-02
-7.989600000000000347e-04,0.000000000000000000e+00
-7.989199999999999470e-04,-4.020100000000000062e-02
-7.988799999999999677e-04,-4.020100000000000062e-02
-7.988399999999999885e-04,-4.020100000000000062e-02
-7.988000000000000092e-04,-4.020100000000000062e-02
-7.987600000000000299e-04,-8.040200000000000125e-02
-7.987200000000000506e-04,-4.020100000000000062e-02
-7.986799999999999629e-04,-4.020100000000000062e-02
-7.986399999999999836e-04,-4.020100000000000062e-02
-7.986000000000000043e-04,-4.020100000000000062e-02
-7.985600000000000250e-04,-8.040200000000000125e-02
-7.985200000000000457e-04,-4.020100000000000062e-02
-7.984799999999999580e-04,-8.040200000000000125e-02
-7.984399999999999787e-04,-4.020100000000000062e-02
-7.983999999999999994e-04,-4.020100000000000062e-02
-7.983600000000000202e-04,-8.040200000000000125e-02
-7.983200000000000409e-04,-4.020100000000000062e-02
-7.982799999999999532e-04,-4.020100000000000062e-02
-7.982399999999999739e-04,-4.020100000000000062e-02
-7.981999999999999946e-04,-4.020100000000000062e-02
-7.981600000000000153e-04,-4.020100000000000062e-02
-7.981200000000000360e-04,-4.020100000000000062e-02
-7.980799999999999483e-04,-4.020100000000000062e-02
-7.980399999999999690e-04,-8.040200000000000125e-02
-7.979999999999999897e-04,-4.020100000000000062e-02
-7.979600000000000104e-04,-4.020100000000000062e-02
-7.979200000000000311e-04,-4.020100000000000062e-02
-7.978800000000000519e-04,-4.020100000000000062e-02
-7.978399999999999642e-04,-4.020100000000000062e-02
-7.977999999999999849e-04,-4.020100000000000062e-02
-7.977600000000000056e-04,-4.020100000000000062e-02
-7.977200000000000263e-04,-4.020100000000000062e-02
